is_squeezed,energy_level,momentum,prev_momentum,squeeze_on,fired,Signal,Close,timestamp,ma20,ma20_slope,ma20_converging,close_above_ma20,volume_expansion_ratio,volume_expansion,rs_ratio,rs_index,rs_ema20,rs_ema60,rs_slope_1d,rs_slope_5d,rs_slope_20d,rs_slope,rs_above_ema20,rs_above_ema60,rs_ema20_above_ema60,rs_new_high_60,rs_new_high_120,rs_rising_10,rs_percentile_60,rs_high_price_not_high,price_dist_to_high_60,rs_signal,ticker,name,marketCap,trailingPE,priceToBook,dividendYield,averageVolume,sector,error,value_score,ranking_score,ranking_score_version,feature_schema_version,feature_schema_date,rs_component_score,experimental_score,shadow_score_ma20,shadow_score_rs,composite_score,composite_score_v2,score_version,rank_position_v1,ranking_percentile_v1,rank_position,ranking_percentile,rank_position_v2,ranking_percentile_v2,benchmark_symbol,benchmark_source,benchmark_period,benchmark_last_date,scan_id,has_houyi,has_whale
False,0,-0.2783333460489909,-0.40166664123535156,False,True,強烈賣出 (跌破),24.639999389648438,2026-08-04 00:00:00,24.785999870300294,-0.013500022888180752,True,False,0.37450232198990824,False,0.0005682570168640947,66.95803475948092,0.0005707787435235415,0.0005798068552442988,-0.046484128005608305,1.5762355416237384,3.2178807444415147,-0.046484128005608305,False,False,False,False,False,True,0.3905334352223182,False,-0.04754547389575614,中性,0061.TW,元大寶滬深,nan,20.175505,nan,0.0,313293.0,nan,nan,0.3347270669671541,0,v1,phase6a,2026-07-12,1,1,0,1,0,1,v1,220,0.4785714285714286,220,0.4785714285714286,232,0.45,^TWII,yfinance,2y,2026-08-04,scan_20260804_080819,False,False
True,0,0.07940610249837235,0.18098576863606766,True,False,觀望 (動能減弱),32.400001525878906,2026-08-04 00:00:00,32.88239974975586,-0.07504291534423402,False,False,0.6388106365030786,False,0.0007472211310696286,41.61133785194176,0.000757995233887949,0.0007708677472050698,-0.14939694877793563,1.9200923782914048,3.9668833932626324,-0.14939694877793563,False,False,False,False,False,False,0.41514668887925393,False,-0.050809153931019146,中性,1102.TW,亞泥,114908651520.0,10.418007,0.64868766,6.97,19040181.0,Basic Materials,nan,0.9082895251718957,2,v1,phase6a,2026-07-12,0,2,2,2,2,2,v1,25,0.9428571428571428,25,0.9428571428571428,109,0.7428571428571429,^TWII,yfinance,2y,2026-08-04,scan_20260804_080819,False,True
True,1,-0.08333365122477213,-0.12500031789143878,True,False,觀察 (跌勢收斂),26.450000762939453,2026-08-04 00:00:00,26.817500114440918,-0.05499992370605611,False,False,1.4912542694527278,False,0.0006099999554348795,45.54361484841457,0.0006178028996136293,0.000630551925292294,-0.13277244288243395,2.1556634435310196,4.215246602089162,-0.13277244288243395,False,False,False,False,False,True,0.36776706663294056,False,-0.0399273504385933,中性,1104.TW,環泥,18162733056.0,10.332032,0.72702783,6.9,914650.0,Basic Materials,nan,0.8965711052113071,1,v1,phase6a,2026-07-12,1,2,1,2,1,2,v1,103,0.7571428571428571,103,0.7571428571428571,117,0.7238095238095238,^TWII,yfinance,2y,2026-08-04,scan_20260804_080819,False,False
True,0,0.15448856353759768,0.23653841018676758,True,False,觀望 (動能減弱),12.949999809265137,2026-08-04 00:00:00,13.083300256729126,-0.0015064239501949572,True,False,1.0940309937527704,False,0.00029865781015786785,37.212987445244046,0.0003019023940127407,0.00030599791119813416,-0.11299983545497438,2.1247789309369436,5.851174886419175,-0.11299983545497438,False,False,False,False,False,True,0.45275893841758186,False,-0.037174721716766945,中性,1103.TW,嘉泥,8530877440.0,16.392405,0.46991798,3.98,403542.0,Basic Materials,nan,0.7391229751999248,2,v1,phase6a,2026-07-12,1,3,2,3,2,3,v1,26,0.9404761904761905,26,0.9404761904761905,36,0.9166666666666666,^TWII,yfinance,2y,2026-08-04,scan_20260804_080819,False,True
True,1,-0.03384526570638021,-6.938893903907228e-18,True,False,賣出 (動能轉弱),13.600000381469727,2026-08-04 00:00:00,13.784846544265747,-0.009846401214598899,False,False,1.4131252222372273,False,0.00031364837003085673,41.089350398246005,0.00031721328758261826,0.0003255612375494358,-0.11815743625279707,1.9921803229881352,5.184800599501238,-0.11815743625279707,False,False,False,False,False,True,0.44471768822360197,False,-0.05907909051962723,中性,1109.TW,信大,4639761408.0,17.435898,0.5482545,6.52,180627.0,Basic Materials,nan,0.8143267324297913,0,v1,phase6a,2026-07-12,1,1,0,1,0,1,v1,221,0.47619047619047616,221,0.47619047619047616,233,0.44761904761904764,^TWII,yfinance,2y,2026-08-04,scan_20260804_080819,False,False
True,0,0.18333307902018228,0.21666638056437174,True,False,觀望 (動能減弱),15.899999618530273,2026-08-04 00:00:00,15.917499828338624,0.01985893249511861,False,False,1.1720580662356441,False,0.0003666918252912819,35.444952895741146,0.00036571793811110507,0.0003629085385806806,0.028038871825830647,2.840952335075908,9.726783188302402,0.028038871825830647,True,True,True,False,False,True,0.5985789838949895,False,-0.015479876526631853,偏強 (RS上升),1110.TW,東泥,9070361600.0,44.166664,0.9565636,1.86,289406.0,Basic Materials,nan,0.41548628910499663,2,v1,phase6a,2026-07-12,2,4,3,4,2,4,v1,27,0.9380952380952381,27,0.9380952380952381,25,0.9428571428571428,^TWII,yfinance,2y,2026-08-04,scan_20260804_080819,False,True
True,0,-0.14138380686442056,-0.083465576171875,True,False,賣出 (動能轉弱),12.100000381469727,2026-08-04 00:00:00,12.327622556686402,-0.007166004180907848,True,False,0.830363902800481,False,0.0002790548007771887,32.911313079880436,0.00028306155556382214,0.0002910756827860339,-0.14877900502331398,1.7760129377322853,5.675728116783252,-0.14877900502331398,False,False,False,False,False,False,0.41808050056947227,False,-0.03116057277408013,中性,1201.TW,味全,6123362816.0,31.842106,0.78755534,1.72,492661.0,Consumer Defensive,nan,0.46955147300267486,0,v1,phase6a,2026-07-12,0,0,0,0,0,0,v1,222,0.4738095238095238,222,0.4738095238095238,326,0.2261904761904762,^TWII,yfinance,2y,2026-08-04,scan_20260804_080819,False,False
False,0,-1.1666666666666665,-0.5833333333333333,False,True,強烈賣出 (跌破),55.5,2026-08-04 00:00:00,57.255000305175784,-0.13999996185302166,True,False,1.8605067039728391,True,0.0012799620623857185,51.8807659279244,0.001310213524532291,0.0013058670591351018,-0.2424523796807243,1.5023114401082838,6.8278227119479284,-0.2424523796807243,False,False,True,False,False,False,0.4601805312710092,False,-0.05612243673262873,中性,1210.TW,大成,46437257216.0,13.182898,1.8462459,5.36,3420650.0,Consumer Defensive,nan,0.654677916465574,0,v1,phase6a,2026-07-12,0,0,0,0,0,0,v1,223,0.4714285714285714,223,0.4714285714285714,327,0.22380952380952382,^TWII,yfinance,2y,2026-08-04,scan_20260804_080819,False,False
True,0,-1.4872550964355469,-1.1904525756835938,True,False,賣出 (動能轉弱),73.9000015258789,2026-08-04 00:00:00,75.10001373291016,-0.05538368225097656,True,False,1.1802061558063965,False,0.0017043098804211119,47.2399458831228,0.001714872922081891,0.0017101769425055522,-0.06479655929630956,1.9453977702672987,7.923114576789292,-0.06479655929630956,False,False,True,False,False,False,0.5237916094831686,False,-0.0429871359499322,中性,1216.TW,統一,419900948480.0,20.246574,2.9020224,4.07,17994659.0,Consumer Defensive,nan,0.4359333209524899,0,v1,phase6a,2026-07-12,0,0,0,0,0,0,v1,224,0.46904761904761905,224,0.46904761904761905,328,0.22142857142857142,^TWII,yfinance,2y,2026-08-04,scan_20260804_080819,False,False
True,0,-0.06833346684773763,-0.04166682561238606,True,False,賣出 (動能轉弱),9.789999961853027,2026-08-04 00:00:00,9.957999849319458,-0.010500001907347567,True,False,1.7305624159137472,True,0.00022578069444918029,41.5672315606177,0.00022886016728393548,0.00023254689149526997,-0.1414385730913681,1.8600436526240438,5.32406454631269,-0.1414385730913681,False,False,False,False,False,False,0.4423768526208055,False,-0.04019606422342159,中性,1217.TW,愛之味,4841286144.0,20.395834,0.65253615,2.51,674851.0,Consumer Defensive,nan,0.598473540378309,0,v1,phase6a,2026-07-12,0,0,0,0,0,0,v1,225,0.4666666666666667,225,0.4666666666666667,329,0.21904761904761905,^TWII,yfinance,2y,2026-08-04,scan_20260804_080819,False,False
