is_squeezed,energy_level,momentum,prev_momentum,squeeze_on,fired,Signal,Close,timestamp,ma20,ma20_slope,ma20_converging,close_above_ma20,volume_expansion_ratio,volume_expansion,rs_ratio,rs_index,rs_ema20,rs_ema60,rs_slope_1d,rs_slope_5d,rs_slope_20d,rs_slope,rs_above_ema20,rs_above_ema60,rs_ema20_above_ema60,rs_new_high_60,rs_new_high_120,rs_rising_10,rs_percentile_60,rs_high_price_not_high,price_dist_to_high_60,rs_signal,ticker,name,ranking_score,ranking_score_version,feature_schema_version,feature_schema_date,rs_component_score,experimental_score,shadow_score_ma20,shadow_score_rs,composite_score,composite_score_v2,score_version,rank_position_v1,ranking_percentile_v1,rank_position,ranking_percentile,rank_position_v2,ranking_percentile_v2,benchmark_symbol,benchmark_source,benchmark_period,benchmark_last_date,scan_id,has_houyi,has_whale
True,0,-0.22833315531412762,-0.40166664123535156,True,False,觀察 (跌勢收斂),24.940000534057617,2026-08-05 00:00:00,24.800999927520753,0.0015000343322775223,False,True,0.6597355928636598,False,0.0005590474150343415,65.87286234429354,0.0005696012180483246,0.0005793943388148314,-0.19465621038625702,1.3666821789870776,3.0049406420750824,-0.19465621038625702,False,False,False,False,False,False,0.2808426052528418,False,-0.03594898627778087,中性,0061.TW,元大寶滬深,1,v1,phase6a,2026-07-12,0,1,3,1,1,1,v1,155,0.6956521739130435,155,0.6956521739130435,227,0.5533596837944664,^TWII,yfinance,2y,2026-08-05,scan_20260805_131341,False,False
True,0,0.06949234008789056,0.07940610249837235,True,False,觀望 (動能減弱),32.599998474121094,2026-08-05 00:00:00,32.840704345703124,-0.04169540405273864,True,False,0.5183718989193584,False,0.0007307515832725512,40.69417974551634,0.0007550372253212742,0.0007694095011950017,-0.33743465417480634,0.5504316819843647,3.534502862957445,-0.33743465417480634,False,False,False,False,False,True,0.30070189945936293,False,-0.04495004085778098,中性,1102.TW,亞泥,2,v1,phase6a,2026-07-12,1,3,2,3,2,3,v1,46,0.9110671936758893,46,0.9110671936758893,52,0.8992094861660079,^TWII,yfinance,2y,2026-08-05,scan_20260805_131341,False,True
True,0,0.03942648569742837,0.15448856353759768,True,False,觀望 (動能減弱),13.0,2026-08-05 00:00:00,13.086697578430176,0.0033973217010494494,False,False,0.5222629803986318,False,0.0002914040192389697,36.30915964896878,0.00030075642086660015,0.0003054619321266431,-0.3262611667119497,0.633027630062033,5.535713458203606,-0.3262611667119497,False,False,False,False,False,True,0.324787765102532,False,-0.03345723536405931,中性,1103.TW,嘉泥,2,v1,phase6a,2026-07-12,1,3,3,3,2,3,v1,47,0.9090909090909091,47,0.9090909090909091,53,0.8972332015810277,^TWII,yfinance,2y,2026-08-05,scan_20260805_131341,False,True
True,0,-0.02500025431315104,-0.08333365122477213,True,False,觀察 (跌勢收斂),26.399999618530273,2026-08-05 00:00:00,26.782500076293946,-0.035000038146971946,True,False,0.8987007175472431,False,0.000591774307442076,44.18285437532724,0.0006150250627758174,0.0006291629232084007,-0.39636548792599813,0.6529325582554701,3.751039992709848,-0.39636548792599813,False,False,False,False,False,True,0.2057832593211754,False,-0.04174227406087483,中性,1104.TW,環泥,1,v1,phase6a,2026-07-12,1,2,1,2,1,2,v1,156,0.6936758893280632,156,0.6936758893280632,159,0.6877470355731226,^TWII,yfinance,2y,2026-08-05,scan_20260805_131341,False,False
True,0,-0.07602373758951822,-0.03384526570638021,True,False,賣出 (動能轉弱),13.550000190734863,2026-08-05 00:00:00,13.772500133514404,-0.012346410751343129,False,False,0.49603926547693145,False,0.00030373265509761117,39.79034704203165,0.000315777178075708,0.0003247856509500464,-0.3998941581274673,0.45704701246371826,4.705364030743442,-0.3998941581274673,False,False,False,False,False,False,0.29046766745466845,False,-0.06253837166821752,中性,1109.TW,信大,0,v1,phase6a,2026-07-12,0,0,0,0,0,0,v1,328,0.35375494071146246,328,0.35375494071146246,386,0.2391304347826087,^TWII,yfinance,2y,2026-08-05,scan_20260805_131341,False,False
True,1,0.1249998410542806,0.18333307902018228,True,False,觀望 (動能減弱),15.899999618530273,2026-08-05 00:00:00,15.929999828338623,0.01249999999999929,False,False,0.8739748769011402,False,0.00035640952267213894,34.45105411649381,0.00036465362410852787,0.00036262550529205087,-0.23741430559272025,1.314098513856421,9.130099212750675,-0.23741430559272025,False,False,True,False,False,False,0.48543535392108594,False,-0.015479876526631853,中性,1110.TW,東泥,2,v1,phase6a,2026-07-12,0,2,3,2,2,2,v1,48,0.9071146245059288,48,0.9071146245059288,131,0.7430830039525692,^TWII,yfinance,2y,2026-08-05,scan_20260805_131341,False,True
True,0,-0.19902531305948892,-0.14138380686442056,True,False,賣出 (動能轉弱),12.050000190734863,2026-08-05 00:00:00,12.315498065948486,-0.012124490737916105,False,False,0.6663088901360921,False,0.00027010911441619157,31.8562719778416,0.0002816924185794129,0.0002903349168321609,-0.4309808027722739,0.3276808165317391,5.1301500337600725,-0.4309808027722739,False,False,False,False,False,False,0.25262666715437476,False,-0.03516405662743083,中性,1201.TW,味全,0,v1,phase6a,2026-07-12,0,0,0,0,0,0,v1,329,0.35177865612648224,329,0.35177865612648224,387,0.23715415019762845,^TWII,yfinance,2y,2026-08-05,scan_20260805_131341,False,False
True,0,-0.08666674296061197,-0.06833346684773763,True,False,賣出 (動能轉弱),9.829999923706055,2026-08-05 00:00:00,9.94949984550476,-0.008500003814697621,True,False,0.9415799212682808,False,0.0002203462682220546,40.56672948521607,0.00022793986270450107,0.00023210380759832388,-0.34944853151204214,0.40454281465047703,4.837931451474109,-0.34944853151204214,False,False,False,False,False,False,0.3132887802186969,False,-0.03627449926253856,中性,1217.TW,愛之味,0,v1,phase6a,2026-07-12,0,0,0,0,0,0,v1,331,0.34782608695652173,331,0.34782608695652173,389,0.233201581027668,^TWII,yfinance,2y,2026-08-05,scan_20260805_131341,False,False
True,0,-1.9968910217285154,-1.4872550964355469,True,False,賣出 (動能轉弱),73.19999694824219,2026-08-05 00:00:00,74.98078079223633,-0.11923294067382528,False,False,0.8002715957378408,False,0.0016408287168460068,45.480379288845555,0.0017070098885122182,0.0017075840796756515,-0.4064489695940976,0.3641575525140883,7.019601774558137,-0.4064489695940976,False,False,False,False,False,False,0.3637134435298548,False,-0.05205226953396436,中性,1216.TW,統一,0,v1,phase6a,2026-07-12,0,0,0,0,0,0,v1,330,0.34980237154150196,330,0.34980237154150196,388,0.23517786561264822,^TWII,yfinance,2y,2026-08-05,scan_20260805_131341,False,False
True,0,-0.0747076670328776,-0.0576024055480957,True,False,賣出 (動能轉弱),11.149999618530273,2026-08-05 00:00:00,11.28464903831482,-0.012324619293211825,True,False,1.302218281568676,False,0.000249934977180977,36.617015386072616,0.00025941540266107265,0.00027027360412774275,-0.3832136694096655,0.2918086049042534,2.782825186029103,-0.3832136694096655,False,False,False,False,False,False,0.17810789799854052,False,-0.07354229544528146,中性,1220.TW,台榮,0,v1,phase6a,2026-07-12,0,0,0,0,0,0,v1,332,0.3458498023715415,332,0.3458498023715415,390,0.23122529644268774,^TWII,yfinance,2y,2026-08-05,scan_20260805_131341,False,False
