is_squeezed,energy_level,momentum,fired,Signal,timestamp,ticker,name
True,3,-0.02500009536743164,False,賣出 (動能轉弱),2026-03-26 00:00:00,4502.TWO,健信
True,3,-0.5166670481363932,False,賣出 (動能轉弱),2026-03-26 00:00:00,6595.TWO,光禹國際
True,2,-0.6333325703938802,False,觀察 (跌勢收斂),2026-03-26 00:00:00,2758.TWO,路易莎咖啡
True,2,-0.21166674296061197,False,賣出 (動能轉弱),2026-03-26 00:00:00,4194.TWO,禾生技
True,2,0.0,False,賣出 (動能轉弱),2026-03-26 00:00:00,5531.TW,鄉林
True,2,0.26666657129923504,False,買入 (動能增強),2026-03-26 00:00:00,5859.TWO,遠壽
True,2,-0.4500020345052083,False,觀察 (跌勢收斂),2026-03-26 00:00:00,6738.TWO,鼎��
True,2,-0.3666687011718751,False,觀察 (跌勢收斂),2026-03-26 00:00:00,6926.TWO,聖安生醫
True,2,0.8916667302449544,False,買入 (動能增強),2026-03-26 00:00:00,6929.TWO,佑全
True,2,-0.6499996185302734,False,觀察 (跌勢收斂),2026-03-26 00:00:00,7797.TWO,Q BURGER
True,2,0.04999923706054682,False,買入 (動能增強),2026-03-26 00:00:00,7806.TWO,精華生醫
True,2,-0.6583334604899088,False,賣出 (動能轉弱),2026-03-26 00:00:00,7833.TWO,綠岩能源
True,2,-0.2833328247070313,False,觀察 (跌勢收斂),2026-03-26 00:00:00,7865.TWO,金聯成
True,2,4.166666666666666,False,觀望 (動能減弱),2026-03-26 00:00:00,7883.TWO,饗賓
True,2,0.15833361943562824,False,觀望 (動能減弱),2026-03-26 00:00:00,8024.TWO,佑華
True,2,0.008333365122477213,False,買入 (動能增強),2026-03-26 00:00:00,8443.TW,阿瘦
True,1,0.2500003178914388,False,買入 (動能增強),2026-03-26 00:00:00,1260.TWO,富味鄉
True,1,-1.5894571938485091e-07,False,觀察 (跌勢收斂),2026-03-26 00:00:00,1324.TW,地球
True,1,-0.03333346048990886,False,觀察 (跌勢收斂),2026-03-26 00:00:00,1506.TW,正道
True,1,0.6083335876464844,False,買入 (動能增強),2026-03-26 00:00:00,1528.TW,恩德
True,1,0.058333396911621094,False,買入 (動能增強),2026-03-26 00:00:00,1737.TW,臺鹽
True,1,0.10833326975504558,False,買入 (動能增強),2026-03-26 00:00:00,1742.TWO,台蠟
